N,P,K,temperature,humidity,ph,rainfall,label,yield
105.76,26.69,32.96,24.63,63.59,6.63,137.75,coffee,23.13
73.41,57.41,14.99,22.84,58.15,6.61,94.79,maize,59.76
20.51,21.22,7.5,23.74,92.39,7.26,117.81,orange,57.13
106.88,18.38,44.23,26.36,98.53,6.97,20.0,muskmelon,100.78
23.71,122.58,196.68,19.91,91.97,5.26,127.07,apple,59.95
53.33,55.83,48.79,32.34,90.49,6.35,146.67,papaya,143.45
46.86,64.76,17.21,25.5,63.41,7.71,73.21,blackgram,24.48
101.58,59.24,51.13,24.85,84.17,6.98,57.88,watermelon,133.77
42.19,69.76,76.54,20.27,19.7,7.49,72.18,chickpea,32.09
18.83,17.95,11.3,20.91,92.43,7.6,135.65,orange,58.91
22.67,21.73,36.35,20.51,95.98,6.97,96.24,pomegranate,29.01
47.53,58.64,57.6,34.22,89.41,6.64,132.03,papaya,150.45
24.78,139.66,205.0,21.09,91.08,5.9,120.82,apple,62.26
22.16,61.44,14.11,19.43,17.36,5.74,126.82,kidneybeans,30.16
19.48,62.41,20.93,18.24,19.9,6.08,93.21,kidneybeans,33.49
93.45,63.45,54.26,18.96,85.71,6.75,48.62,watermelon,113.55
82.62,45.88,40.29,26.03,80.1,6.39,174.49,jute,44.95
21.45,21.85,29.42,30.83,45.5,5.61,96.29,mango,69.85
25.1,16.65,44.21,24.49,90.94,6.63,113.92,pomegranate,31.61
40.72,69.26,14.15,32.31,58.61,7.04,77.1,blackgram,27.0
115.48,39.26,20.65,18.4,76.59,6.4,65.45,cotton,42.57
23.37,77.28,18.67,18.52,24.81,6.33,98.88,kidneybeans,31.54
18.42,13.17,32.99,30.18,91.8,7.16,191.65,coconut,78.07
80.45,47.24,43.82,24.24,77.4,6.3,241.6,rice,52.37
21.55,64.96,22.38,27.14,59.37,6.69,45.55,lentil,27.22
74.01,44.59,21.43,22.56,68.05,6.86,77.68,maize,61.16
45.27,75.2,78.19,17.89,19.4,6.86,77.37,chickpea,28.58
112.02,19.03,47.05,28.79,90.12,6.94,24.99,muskmelon,107.31
20.7,15.31,11.4,20.83,96.02,7.09,92.36,orange,64.34
18.2,16.46,42.3,21.24,87.96,6.05,98.84,pomegranate,27.74
35.97,75.06,80.73,20.11,17.05,7.81,46.96,chickpea,27.1
20.35,68.41,16.07,22.0,77.21,6.18,51.59,lentil,26.32
82.92,49.22,20.67,23.19,67.84,5.81,90.89,maize,63.44
16.02,62.74,24.37,20.25,14.0,6.22,111.62,kidneybeans,34.0
18.44,16.04,29.23,28.75,91.81,6.42,152.27,coconut,84.57
93.12,21.66,40.94,30.35,92.8,6.03,31.16,muskmelon,101.89
98.06,61.13,41.81,27.11,81.65,7.17,52.77,watermelon,134.35
23.89,45.4,19.72,29.18,45.24,6.68,52.97,mothbeans,22.17
76.93,45.18,23.14,23.4,73.14,6.09,93.82,maize,55.78
85.23,49.25,26.23,23.74,61.41,6.7,90.47,maize,65.02
16.75,48.01,24.07,25.69,41.85,7.28,46.69,mothbeans,21.66
47.49,62.32,80.01,22.15,14.0,7.31,66.51,chickpea,30.63
41.91,63.98,22.59,29.16,63.62,7.18,86.8,blackgram,27.65
83.61,46.34,33.04,18.49,80.9,6.64,160.04,jute,45.96
46.31,62.49,54.51,30.93,95.67,6.88,144.24,papaya,134.53
21.54,69.41,17.42,20.01,27.82,5.8,100.34,kidneybeans,33.22
93.72,18.82,46.86,27.38,91.09,7.04,24.1,muskmelon,122.1
19.44,14.42,8.64,23.24,95.21,6.71,126.44,orange,67.72
37.96,68.97,11.69,28.53,67.4,7.02,59.06,blackgram,26.79
15.7,60.1,20.66,22.09,65.46,6.16,46.09,lentil,25.94
83.85,44.59,20.16,22.64,69.19,6.07,87.21,maize,72.33
20.57,44.14,16.76,28.27,55.72,6.67,42.56,mothbeans,22.43
17.65,15.53,43.1,21.02,82.51,7.07,96.3,pomegranate,30.93
22.42,51.54,17.09,29.41,54.74,7.07,61.49,mothbeans,23.8
98.03,71.01,50.48,21.74,82.08,6.62,64.84,watermelon,121.92
115.21,58.94,47.35,25.78,79.65,6.94,41.58,watermelon,123.24
21.59,51.16,23.21,28.25,84.93,7.37,47.22,mungbean,23.1
88.14,43.79,44.22,23.92,82.14,6.63,263.11,rice,50.18
110.93,18.95,49.29,27.99,89.74,6.69,20.0,muskmelon,105.58
18.87,67.89,20.4,29.15,51.95,6.32,173.8,pigeonpeas,25.2
77.6,48.62,36.25,23.18,83.87,6.21,273.54,rice,55.75
106.46,25.52,29.95,25.03,52.41,6.85,193.52,coffee,23.02
29.44,47.62,26.59,24.84,53.5,6.88,50.72,mothbeans,21.68
40.27,68.84,78.41,20.2,16.84,7.59,54.33,chickpea,30.92
107.97,81.87,49.57,26.13,75.58,5.98,124.97,banana,206.47
16.15,49.53,18.23,31.9,55.76,6.17,49.19,mothbeans,22.53
39.68,67.35,75.71,18.54,14.0,7.37,92.76,chickpea,30.57
17.8,59.17,15.61,23.44,64.79,6.9,39.86,lentil,28.38
101.44,50.93,44.42,18.53,84.06,6.07,43.12,watermelon,112.17
20.89,28.38,29.69,29.92,40.37,6.37,99.57,mango,68.85
81.91,40.8,37.37,23.56,79.17,6.78,169.18,jute,46.87
56.03,60.95,48.47,28.8,89.68,6.15,135.49,papaya,110.03
13.85,59.25,16.44,20.86,74.36,7.42,49.23,lentil,25.35
44.19,66.42,50.1,33.38,91.76,6.74,164.29,papaya,139.03
92.08,60.06,51.23,25.87,79.65,5.99,46.02,watermelon,116.83
44.87,63.94,75.63,20.25,18.46,6.66,79.79,chickpea,29.15
17.52,42.88,23.14,23.85,81.1,6.75,54.28,mungbean,24.19
99.39,17.43,48.84,25.55,91.5,6.26,28.61,muskmelon,105.29
23.05,66.37,21.8,20.74,28.33,5.97,98.0,kidneybeans,32.73
16.34,49.73,17.88,27.92,87.28,6.76,57.17,mungbean,24.95
45.52,57.41,53.82,33.81,93.03,6.63,141.38,papaya,152.18
20.85,72.52,14.67,25.84,58.49,5.55,138.95,pigeonpeas,26.7
24.7,38.45,23.62,29.68,57.28,6.9,49.47,mothbeans,22.91
102.61,29.47,31.84,24.39,56.84,6.76,147.91,coffee,22.64
17.46,49.35,19.44,27.48,83.88,7.13,56.41,mungbean,25.73
103.15,55.66,54.02,25.15,81.46,6.65,63.5,watermelon,127.84
22.8,142.86,205.0,23.12,73.09,5.48,54.1,grapes,105.73
45.12,71.04,87.47,17.43,20.96,7.75,67.0,chickpea,29.44
100.08,67.59,40.55,25.4,91.82,6.39,61.46,watermelon,134.98
15.9,31.48,32.17,31.68,47.83,5.95,93.87,mango,69.39
24.29,12.59,9.68,22.63,95.17,6.7,100.06,orange,62.39
19.04,12.36,9.3,23.64,92.09,6.35,98.9,orange,62.93
78.57,50.29,46.53,23.34,83.84,5.58,230.9,rice,52.89
75.73,49.35,38.11,21.49,83.94,6.09,267.86,rice,53.94
18.78,130.85,205.0,23.25,79.02,5.71,70.46,grapes,103.75
78.83,57.23,19.48,21.65,61.75,6.47,89.8,maize,65.29
22.55,47.78,24.31,24.68,58.87,6.99,55.19,mothbeans,21.66
17.71,72.41,21.89,26.86,57.83,7.44,46.23,lentil,27.21
122.39,37.03,14.8,23.22,82.41,6.74,71.48,cotton,42.43
75.99,49.86,32.19,23.23,77.73,6.5,250.26,rice,56.73
20.88,117.71,198.39,22.08,92.95,6.03,109.27,apple,66.57
16.18,19.44,10.01,23.31,92.41,6.99,92.94,orange,64.79
22.66,139.46,203.22,22.03,79.89,6.51,64.73,grapes,97.0
15.32,72.53,16.97,27.14,52.02,5.99,148.04,pigeonpeas,27.36
18.42,15.81,27.92,29.11,94.5,5.42,170.96,coconut,79.23
101.39,28.98,34.08,21.25,52.87,6.7,183.62,coffee,23.37
20.58,14.44,9.64,20.16,94.69,7.55,103.51,orange,69.03
20.51,18.37,8.5,22.32,89.13,7.37,115.23,orange,70.15
21.45,62.37,21.79,21.79,16.59,5.49,103.88,kidneybeans,31.07
121.85,41.11,20.4,22.87,78.36,7.46,92.21,cotton,38.33
96.56,56.49,53.36,25.82,88.98,6.64,46.42,watermelon,131.84
90.86,87.27,47.84,26.68,83.32,5.77,100.93,banana,242.93
96.68,80.36,50.03,26.57,76.93,5.55,89.07,banana,190.61
91.49,17.88,48.09,25.77,90.65,6.5,25.14,muskmelon,111.61
16.95,15.7,11.05,19.09,96.38,7.03,99.27,orange,64.59
20.23,137.63,203.8,23.13,81.86,5.49,67.52,grapes,95.0
14.95,46.06,19.39,29.95,80.91,6.1,48.83,mungbean,25.5
22.61,62.52,21.39,20.51,22.63,6.19,86.83,kidneybeans,29.3
22.28,135.25,187.78,19.18,88.94,5.38,77.4,grapes,95.48
77.21,52.81,37.6,23.28,82.93,6.71,271.05,rice,53.23
81.25,44.73,35.69,24.19,84.06,6.42,233.48,rice,54.83
55.74,55.25,47.66,31.4,94.43,6.53,141.48,papaya,122.08
20.05,43.62,21.56,30.07,47.34,7.36,61.09,mothbeans,19.61
39.61,60.93,13.98,27.28,65.58,6.79,64.72,blackgram,23.64
84.59,44.14,38.06,21.5,79.62,6.24,237.18,rice,61.36
24.05,50.93,24.87,26.62,85.9,6.56,51.73,mungbean,24.14
18.36,65.34,18.09,24.02,22.4,5.47,100.04,kidneybeans,35.15
41.56,69.78,15.25,30.29,64.26,7.32,65.34,blackgram,27.25
19.81,48.79,26.83,29.38,99.68,6.78,47.58,mungbean,25.12
83.6,47.7,42.06,22.11,81.57,6.05,211.11,rice,58.67
19.51,61.15,20.27,21.2,73.36,6.71,44.36,lentil,25.75
100.67,78.65,53.38,29.57,81.33,5.78,91.5,banana,193.74
19.61,71.88,20.57,19.33,28.62,5.46,100.89,kidneybeans,33.51
85.34,41.72,37.39,20.89,79.18,6.32,234.91,rice,50.86
51.36,58.81,49.24,31.85,91.77,6.93,166.99,papaya,130.29
79.11,41.2,22.69,23.23,61.49,6.01,67.94,maize,70.9
17.93,77.44,22.71,19.59,18.84,5.05,119.37,kidneybeans,29.95
110.67,80.48,55.68,27.46,74.61,6.07,85.74,banana,195.75
48.25,71.75,78.8,20.17,15.9,6.8,68.93,chickpea,30.33
39.69,71.24,84.38,19.0,14.0,6.9,68.48,chickpea,30.61
21.31,24.04,29.1,30.14,48.5,5.81,112.21,mango,77.78
115.11,16.97,55.86,26.93,92.05,5.83,24.03,muskmelon,106.55
97.45,50.03,51.37,26.94,79.88,6.05,46.95,watermelon,115.32
35.81,67.7,14.44,30.04,60.64,7.48,72.36,blackgram,24.96
109.23,85.86,59.87,28.85,82.14,5.73,133.15,banana,191.99
73.44,52.34,35.79,22.2,84.47,6.42,165.37,jute,48.82
110.69,27.21,30.44,22.99,57.01,6.72,149.2,coffee,21.3
16.58,16.61,31.49,28.75,94.27,6.42,194.48,coconut,75.27
99.5,51.75,21.65,23.54,74.21,6.85,78.58,cotton,39.75
23.35,48.83,23.54,25.85,57.73,7.73,57.17,mothbeans,21.4
37.43,66.9,84.72,17.07,17.91,7.57,53.3,chickpea,27.1
23.5,53.99,22.48,29.82,89.86,6.57,55.05,mungbean,25.88
53.54,47.15,54.27,33.22,96.12,6.88,147.9,papaya,128.05
12.48,53.09,21.51,28.4,50.19,6.55,57.7,mothbeans,22.92
118.92,40.35,13.94,21.78,78.94,7.2,90.8,cotton,41.95
17.88,45.51,19.01,28.16,88.85,6.92,49.73,mungbean,23.57
97.84,19.07,53.05,22.18,95.98,6.0,20.0,muskmelon,105.79
83.42,79.18,44.38,26.63,81.91,5.84,100.89,banana,217.29
18.61,125.27,197.34,18.29,91.67,6.36,129.63,apple,61.79
76.12,43.1,36.29,23.78,87.89,6.52,224.53,rice,51.61
115.59,16.16,56.04,26.06,95.92,6.67,21.43,muskmelon,117.67
74.79,47.86,37.64,21.02,82.23,6.59,214.38,rice,53.55
20.57,43.24,20.09,26.99,90.46,7.25,51.35,mungbean,25.85
100.02,52.19,48.98,27.35,82.15,6.47,52.65,watermelon,118.7
109.93,53.55,16.5,22.05,77.07,7.22,103.53,cotton,36.79
41.61,59.97,84.79,16.06,16.0,7.22,55.74,chickpea,27.72
100.03,57.83,50.91,24.51,83.16,6.18,58.53,watermelon,124.81
21.42,71.62,21.66,21.25,21.78,5.26,100.25,kidneybeans,32.53
96.62,64.7,56.07,21.86,90.74,6.34,46.17,watermelon,111.84
23.23,18.15,31.52,28.53,94.12,5.8,192.04,coconut,73.83
16.62,63.91,16.19,25.04,67.38,7.26,45.35,lentil,23.09
14.59,144.46,201.57,24.27,85.0,6.13,84.16,grapes,104.98
21.38,11.56,8.83,19.34,90.24,7.02,106.07,orange,71.37
77.07,46.46,23.95,21.62,58.78,5.99,100.94,maize,62.92
78.31,40.57,42.02,23.37,75.8,6.61,230.81,rice,51.33
85.27,40.38,21.31,19.71,64.35,5.01,61.4,maize,70.69
38.07,69.05,68.18,17.79,14.0,6.82,63.44,chickpea,31.72
74.94,44.28,48.49,24.29,79.04,6.87,230.62,rice,50.42
19.75,37.48,15.37,28.05,49.19,7.13,63.93,mothbeans,21.83
81.17,46.02,38.24,23.15,80.41,5.65,182.98,rice,50.37
112.93,47.9,47.7,24.18,82.8,5.5,52.31,watermelon,119.78
18.71,16.05,26.42,26.52,92.01,5.37,145.05,coconut,74.12
83.22,47.76,26.23,18.86,69.78,5.7,80.2,maize,67.96
73.01,51.54,15.61,19.54,62.23,5.85,104.29,maize,65.0
16.93,76.7,16.53,26.46,57.63,7.06,36.15,lentil,25.29
38.4,82.49,14.29,31.31,59.28,6.53,58.71,blackgram,26.31
72.98,40.76,21.2,25.23,64.56,5.89,95.33,maize,69.61
77.68,49.5,40.45,21.74,81.62,6.54,250.43,rice,54.08
81.37,43.1,40.85,24.01,80.16,7.29,182.5,jute,46.39
19.97,19.56,27.57,23.4,95.45,6.23,154.45,coconut,84.11
23.3,54.55,22.68,28.38,54.12,7.68,52.03,mothbeans,22.87
21.02,19.52,28.6,27.42,93.55,6.36,134.87,coconut,87.79
17.88,15.61,38.75,23.73,96.17,7.54,106.32,pomegranate,31.81
76.06,55.2,16.64,26.88,57.93,5.92,92.06,maize,67.72
44.75,67.95,84.82,20.25,14.69,7.26,71.11,chickpea,31.55
108.22,54.37,50.53,25.67,86.14,7.24,55.59,watermelon,129.17
21.32,65.58,19.67,28.37,50.29,4.93,165.36,pigeonpeas,27.12
107.33,50.51,48.06,20.5,84.18,6.84,54.1,watermelon,114.21
15.91,71.43,18.67,28.13,61.91,7.97,59.67,lentil,24.87
100.09,19.93,50.54,28.94,90.9,6.37,23.47,muskmelon,95.0
80.57,47.61,41.23,25.03,81.43,6.01,210.98,rice,55.76
95.8,29.74,30.71,25.16,70.42,7.35,149.12,coffee,21.73
22.01,66.71,13.9,21.67,64.37,7.02,51.44,lentil,25.81
35.97,74.06,23.33,25.84,56.53,6.87,68.53,blackgram,24.9
97.31,16.92,51.68,28.92,91.14,6.16,23.33,muskmelon,102.79
78.48,48.14,20.18,26.18,65.61,5.91,99.23,maize,65.38
16.16,74.0,26.82,31.19,51.11,6.12,134.45,pigeonpeas,28.1
63.28,48.11,36.07,26.23,86.93,6.73,207.85,rice,54.96
14.98,49.23,17.1,32.08,56.78,7.63,59.85,mothbeans,23.74
105.4,14.45,52.01,26.66,93.43,6.86,23.58,muskmelon,103.56
117.08,18.44,50.08,27.74,89.03,6.37,25.42,muskmelon,96.1
29.01,121.78,189.81,21.59,84.29,6.03,78.55,grapes,98.51
14.66,19.07,39.92,16.24,84.75,6.38,101.62,pomegranate,27.53
99.68,54.18,56.5,24.13,83.51,6.19,52.73,watermelon,116.77
85.33,53.3,41.45,27.0,73.54,6.49,176.24,jute,45.47
131.33,49.98,27.62,24.17,80.47,7.12,79.1,cotton,39.11
130.35,36.42,22.65,26.77,82.24,6.57,87.5,cotton,42.39
40.03,62.09,18.0,29.07,63.17,6.6,66.42,blackgram,24.86
17.95,20.5,43.23,21.34,89.22,6.95,103.78,pomegranate,30.73
20.08,63.0,22.27,19.09,19.46,5.25,81.59,kidneybeans,32.48
38.39,58.92,81.17,14.99,27.04,7.07,80.31,chickpea,29.8
56.36,64.49,43.28,31.69,90.46,6.89,108.77,papaya,138.33
37.98,66.12,85.76,17.7,15.46,6.8,76.2,chickpea,26.89
90.0,57.15,59.05,22.78,82.62,6.42,52.96,watermelon,133.88
96.01,11.61,49.38,27.49,92.02,6.69,24.03,muskmelon,93.76
82.45,48.93,18.55,21.88,66.39,5.85,88.22,maize,70.96
95.59,28.43,30.13,26.63,59.51,7.17,162.39,coffee,22.41
20.7,38.66,15.33,26.01,88.49,6.67,45.0,mungbean,24.04
50.36,72.01,81.56,17.9,16.62,6.64,82.22,chickpea,29.37
53.56,62.73,43.58,32.23,94.76,6.52,125.84,papaya,125.32
108.32,32.16,32.12,27.32,66.79,6.81,148.57,coffee,23.56
76.65,47.69,41.43,24.77,86.57,6.82,247.86,rice,50.6
97.56,19.2,62.21,28.86,85.63,6.16,22.18,muskmelon,99.15
72.65,48.89,37.39,21.98,84.15,5.92,227.46,rice,47.54
77.65,48.9,45.08,21.47,85.58,7.28,169.48,jute,46.53
124.33,46.67,22.97,24.32,69.26,7.13,82.4,cotton,46.26
20.69,70.39,18.84,24.78,52.91,6.37,146.75,pigeonpeas,26.07
39.33,69.25,16.56,30.6,75.89,7.43,68.12,blackgram,28.81
105.89,12.86,45.93,29.13,90.28,5.78,23.2,muskmelon,100.71
19.31,15.15,30.38,25.87,96.05,5.14,202.99,coconut,81.82
81.98,41.34,41.43,21.76,77.22,6.77,251.14,rice,51.61
26.47,12.44,7.32,20.8,91.99,7.05,149.24,orange,66.25
16.54,27.64,33.22,33.04,47.62,6.14,90.28,mango,77.57
21.46,28.69,30.92,34.06,51.24,5.89,90.33,mango,69.94
109.1,15.45,46.43,30.22,91.91,6.35,20.12,muskmelon,111.24
87.87,42.72,46.34,19.81,77.18,6.65,225.51,rice,54.31
21.91,127.93,200.52,23.34,95.85,6.26,117.8,apple,71.78
15.98,52.51,20.12,25.4,77.65,7.73,47.53,mungbean,22.27
39.78,59.03,52.21,34.55,90.75,6.38,150.5,papaya,141.48
94.97,85.77,50.1,26.25,82.66,5.93,78.57,banana,195.94
49.99,76.44,17.09,30.95,67.88,6.75,64.38,blackgram,26.8
100.08,15.62,52.82,26.1,97.42,6.61,25.62,muskmelon,98.58
18.78,131.38,189.13,24.79,86.4,6.12,116.72,apple,67.47
23.88,15.34,31.25,26.2,94.98,6.08,146.3,coconut,80.51
46.42,53.29,57.58,32.65,93.74,6.78,133.3,papaya,147.39
17.14,72.5,21.31,26.0,52.91,5.74,135.61,pigeonpeas,28.94
73.46,54.85,45.26,24.0,82.67,6.45,199.46,jute,50.63
16.48,136.51,205.0,21.29,96.61,5.68,111.77,apple,66.72
17.58,133.16,205.0,19.63,89.24,5.86,121.25,apple,65.72
75.83,48.96,22.09,24.22,65.24,6.27,96.95,maize,67.67
20.68,47.77,20.25,26.16,81.97,6.17,43.31,mungbean,25.76
22.43,145.0,205.0,22.54,87.68,5.79,125.59,apple,64.56
15.56,66.3,20.12,22.38,57.52,6.91,48.17,lentil,26.17
17.9,125.49,188.93,21.87,81.49,5.83,85.86,grapes,100.37
72.36,51.63,27.03,22.84,79.9,6.75,235.34,rice,60.61
108.36,60.82,40.73,23.59,82.36,5.82,49.3,watermelon,108.73
14.7,69.99,16.75,23.47,65.16,6.31,53.35,lentil,24.93
20.49,134.14,205.0,20.0,88.53,6.08,106.71,apple,70.12
21.97,133.59,205.0,24.38,84.54,6.01,74.91,grapes,106.56
37.33,70.08,75.1,18.48,14.0,7.19,71.19,chickpea,32.0
80.46,42.65,22.65,22.03,58.88,5.26,77.18,maize,69.0
103.52,86.09,46.83,25.82,82.28,5.62,129.45,banana,207.79
15.86,66.75,18.38,16.9,18.66,6.49,124.58,kidneybeans,31.43
20.41,18.44,9.75,21.14,90.8,6.37,103.07,orange,66.69
19.79,26.56,31.21,31.5,49.93,6.36,83.33,mango,74.41
108.87,30.16,28.06,27.16,53.38,7.38,113.63,coffee,22.8
49.37,49.1,50.96,34.47,91.37,7.28,153.22,papaya,128.32
24.88,129.58,203.19,26.03,84.67,5.64,61.39,grapes,105.91
26.82,129.59,199.7,24.0,80.79,6.1,73.01,grapes,108.99
22.96,16.19,32.9,23.97,89.14,6.0,178.54,coconut,85.58
138.37,44.9,23.96,23.73,73.17,5.84,72.26,cotton,37.23
82.26,46.7,55.41,22.7,83.54,6.07,265.92,rice,59.5
14.43,66.32,18.76,26.93,46.84,5.21,127.5,pigeonpeas,24.48
43.59,63.13,27.11,32.34,70.7,7.31,67.37,blackgram,26.93
38.82,73.87,74.98,20.75,14.0,7.05,76.64,chickpea,30.63
15.34,66.65,21.15,24.12,61.36,6.79,40.54,lentil,27.44
14.24,66.68,21.84,20.36,22.53,6.66,106.72,kidneybeans,33.45
23.33,131.9,187.03,20.34,96.23,5.26,96.61,apple,71.29
14.19,14.85,32.5,19.4,88.5,6.21,126.67,pomegranate,30.3
17.96,19.42,32.82,20.85,100.0,7.15,118.55,pomegranate,28.86
82.97,41.94,41.01,27.0,79.19,7.43,152.76,jute,48.44
99.23,21.03,54.13,25.03,91.81,5.19,20.0,muskmelon,91.81
19.29,61.23,25.09,27.47,47.2,5.93,142.22,pigeonpeas,26.12
76.51,44.24,45.39,22.08,78.8,7.04,148.52,jute,44.65
72.26,50.23,33.36,24.8,70.46,6.61,179.97,jute,48.83
20.13,28.6,34.48,31.55,58.94,6.19,86.78,mango,81.66
16.25,14.42,37.53,19.26,93.04,5.94,72.8,pomegranate,28.63
20.91,44.88,16.73,25.27,58.36,6.36,58.5,mothbeans,20.32
40.93,67.49,17.23,33.46,69.09,7.48,71.6,blackgram,26.79
83.43,47.91,36.83,21.77,83.15,6.73,229.28,rice,47.74
19.59,69.09,20.16,27.3,62.37,6.88,57.24,lentil,29.02
43.46,67.22,18.64,27.41,62.88,6.88,64.36,blackgram,24.32
18.93,48.02,19.77,27.37,55.5,7.21,28.34,mothbeans,22.86
26.81,135.57,205.0,23.74,79.78,5.98,71.14,grapes,98.31
94.73,66.34,49.86,22.09,82.62,6.76,45.06,watermelon,123.69
16.64,59.45,16.63,27.33,88.79,6.99,43.79,mungbean,24.95
115.61,38.14,21.81,21.23,66.85,7.3,93.19,cotton,37.38
47.85,59.45,46.62,36.66,89.18,6.5,151.72,papaya,142.63
100.74,54.39,49.7,28.16,86.13,6.43,38.05,watermelon,129.37
17.78,26.56,25.55,27.59,46.18,5.74,74.13,mango,69.29
112.02,85.51,40.76,29.29,79.68,5.32,101.54,banana,196.33
17.64,65.5,20.78,19.65,14.0,5.15,107.43,kidneybeans,28.64
19.89,51.48,24.82,27.7,82.26,6.58,51.0,mungbean,26.25
95.29,18.03,51.74,28.79,91.01,7.38,21.92,muskmelon,119.08
17.16,14.23,27.2,29.72,92.12,6.22,166.67,coconut,80.11
20.72,67.02,22.67,18.48,20.08,5.61,107.45,kidneybeans,31.75
18.24,16.59,38.53,18.55,88.06,5.81,116.72,pomegranate,28.05
40.19,77.49,14.5,29.79,65.67,7.88,78.19,blackgram,25.55
42.83,65.59,17.74,29.88,65.35,6.64,77.69,blackgram,26.13
109.49,49.69,41.67,22.75,83.45,6.63,51.0,watermelon,103.62
115.88,81.27,53.94,27.78,80.6,6.18,90.99,banana,189.45
12.85,18.63,43.79,18.83,93.0,6.86,125.32,pomegranate,31.95
83.16,25.06,29.29,23.39,57.36,5.99,172.61,coffee,21.22
38.03,57.76,50.56,33.16,89.77,7.35,152.62,papaya,121.23
71.06,48.54,39.82,24.31,82.01,6.91,161.17,jute,42.24
19.9,11.93,27.98,28.72,96.6,5.79,184.42,coconut,91.73
18.2,18.16,8.74,20.29,94.76,6.76,121.01,orange,67.39
23.12,15.03,36.3,30.3,92.02,6.35,159.77,coconut,92.46
108.85,62.65,54.65,20.42,82.79,6.08,53.92,watermelon,119.43
24.04,128.73,196.55,24.57,94.76,5.91,130.08,apple,61.89
56.73,50.08,51.45,34.47,89.17,6.91,151.9,papaya,133.26
77.86,19.74,48.15,28.67,86.53,6.12,29.11,muskmelon,104.3
102.53,16.32,66.44,30.14,92.3,6.37,24.14,muskmelon,99.95
121.74,49.88,23.62,23.2,76.27,7.15,71.98,cotton,39.84
23.58,123.39,205.0,21.22,78.32,5.72,74.28,grapes,102.86
76.36,43.05,45.65,29.46,81.28,6.82,172.42,jute,49.26
84.28,35.57,38.5,24.69,83.15,7.53,164.02,jute,43.85
22.77,135.35,205.0,23.62,79.78,5.42,80.62,grapes,98.9
25.5,68.52,19.43,23.16,60.93,6.68,31.27,lentil,27.57
67.07,57.88,38.46,21.79,85.36,6.86,261.43,rice,55.07
14.7,25.02,25.21,32.26,44.99,5.56,72.7,mango,68.14
19.09,68.73,21.3,20.07,57.88,7.33,43.84,lentil,27.04
20.06,131.37,205.0,20.23,96.54,5.84,113.9,apple,65.09
24.08,46.68,19.34,25.45,97.94,6.25,52.05,mungbean,24.32
19.67,15.51,26.89,25.76,99.3,6.32,189.76,coconut,75.96
77.14,48.9,37.17,22.57,78.89,6.23,235.52,rice,53.89
74.16,37.01,21.94,22.91,77.9,6.75,78.0,maize,66.28
17.88,31.25,30.65,31.0,53.91,5.43,73.9,mango,72.45
20.18,22.19,36.3,20.12,92.82,6.5,103.76,pomegranate,32.08
117.82,42.76,21.38,26.7,77.97,6.81,72.74,cotton,41.8
18.41,72.04,18.88,19.01,67.79,6.61,46.23,lentil,25.81
101.54,18.52,39.1,26.74,99.28,6.77,27.17,muskmelon,101.51
22.18,24.53,13.85,21.67,87.49,6.56,122.93,orange,66.01
21.65,135.64,198.67,24.31,84.29,5.79,49.87,grapes,100.05
16.9,47.75,20.33,25.39,52.37,6.81,42.26,mothbeans,22.46
111.83,26.01,28.84,22.81,60.92,7.14,145.65,coffee,21.84
19.3,64.18,15.78,17.7,17.65,4.5,100.96,kidneybeans,27.51
18.84,60.4,21.41,18.46,18.9,5.65,104.32,kidneybeans,29.0
74.89,80.0,54.61,27.13,82.45,5.2,117.26,banana,194.11
104.55,52.79,42.11,28.16,88.46,6.88,61.59,watermelon,122.3
14.92,58.8,20.56,23.6,61.46,6.65,50.73,lentil,27.03
22.06,68.1,17.23,21.91,64.14,6.87,37.9,lentil,26.63
101.86,29.43,29.98,28.35,65.95,6.98,123.9,coffee,23.3
24.07,61.88,16.15,27.57,49.36,5.99,166.88,pigeonpeas,27.51
41.43,55.34,50.72,27.09,95.88,7.01,112.81,papaya,138.86
61.43,57.42,48.56,33.18,90.98,5.68,149.73,papaya,142.99
17.65,22.35,10.48,20.19,89.28,7.36,97.51,orange,61.38
21.59,50.16,21.02,29.04,82.67,6.77,62.64,mungbean,25.6
71.1,52.2,20.23,22.21,59.54,5.31,83.39,maize,68.3
105.67,13.67,47.68,26.82,85.82,6.92,23.22,muskmelon,99.39
22.01,28.68,32.69,31.83,41.62,5.67,103.88,mango,61.58
71.03,50.25,37.35,23.62,76.89,6.8,210.2,rice,57.87
40.37,68.99,16.47,29.81,70.47,6.75,54.95,blackgram,26.64
79.58,45.21,39.17,21.65,81.98,6.43,228.78,rice,54.53
79.43,44.62,16.12,24.77,64.44,5.99,105.04,maize,68.83
27.57,125.53,186.88,20.48,77.92,5.68,80.97,grapes,94.74
19.85,73.78,21.33,25.64,60.51,6.91,54.78,lentil,27.93
79.21,46.8,36.93,24.3,79.51,6.12,184.31,jute,49.84
122.73,40.39,17.54,20.04,90.9,6.57,93.1,cotton,39.16
88.98,26.66,29.16,23.69,56.15,6.52,157.04,coffee,22.83
96.08,82.55,60.95,26.31,77.78,5.95,103.57,banana,193.81
18.01,30.15,27.93,30.07,47.62,5.99,86.21,mango,80.36
92.36,58.14,55.99,26.28,80.54,6.51,52.0,watermelon,135.34
